modelo,MAE,RMSE,MAPE,R2,conjunto
RF -- Validacion,4.732707216938708,23.77225764449449,55.88562663287586,0.2985843867223441,Validacion
XGB -- Validacion,4.669155120849609,23.85216896543098,55.712318420410156,0.29386067390441895,Validacion
LGBM -- Validacion,4.643660071293863,23.62133469839117,55.603599523533276,0.30746227089915756,Validacion
RF — Test,4.662522333160266,24.05371829341442,54.78818368113521,0.29963962325943605,Test
XGB — Test,4.58683967590332,24.0993959216629,54.259151458740234,0.2969769239425659,Test
LGBM — Test,4.567216241411457,23.894758024762368,53.963477686158015,0.30886577357275313,Test
